"ID","Started on","Last updated on","Status","Collector","Language","IP address","Device","{_bhlid}","{trk}","Do you work in a safety-critical industry? (Automotive, aerospace, medical, robotics, etc)","What industry do you work in?","Automotive","Aerospace","Medical","Industrial","Robotics","Defense","Nuclear","Rail","Other","What is the size of the company that you work for?","Approximately how many people actively write Rust at your company?","What is your primary role or responsibility related to software development or safety within your organization?","Software Engineer","Safety Engineer","Quality Assurance Engineer","Cybersecurity Engineer","DevOps/Tooling Engineer","Project Manager","R&D Engineer","Engineering Management","Startup Owner/Founder","C-suite (CEO, CTO, etc)","Other","Can you elaborate on your role?","What language(s) do you use in your safety critical role?","Rust","C","C++","Ada/Spark","Python","Other","Do you currently use Rust?","Yes, in my safety critical role","Yes, in non-safety critical production","Yes, as a hobby/in my free time","No","Would you be interested in using Rust in your safety-critical role?","What were your/your company's primary reasons to switch to Rust?","Memory safety","Speed/performance","Tooling (cargo, crates.io, clippy, etc)","Language features (type system, matching, zero cost abstractions, etc)","Specific library/crate/framework","Hiring advantages (interest in Rust/quality of Rust engineers)","Regulatory requirement","Cybersecurity advantages","Other","What are some of the advantages to Rust in your role?","What are the primary blockers or disadvantages to using Rust in your safety critical role?","Lack of tooling","Standards","Hiring engineers","Hardware support","Ecosystem (libraries, drivers, etc)","Lack of qualified tooling","Regulatory hurdles","Legacy codebase","Training","Other","How do you or would you be interested in using Rust in your safety-critical role?","Starting a new project in Rust","Rewriting an existing project in Rust","Integrating Rust with an existing codebase","Integrating Rust components into an existing system","Using C/C++ Interoperability Layer","Other","What are the primary disadvantages to using Rust in your safety-critical role?","Doesn't offer any/enough advantage over existing languages","Too difficult to learn","Doesn't support my hardware target(s)","Not certifiable","Not enough hirable Rust engineers","Doesn't integrate with existing codebase","Doesn't integrate with existing process/tooling/build system","Software supply chain concern (open-source)","Don't know enough about it","Other","Can you elaborate on the downsides to Rust for your role?","What types of safety critical code tools does your work require?","Certified compiler","Formal verification","Code coverage analysis","Code-requirements traceability","Static analysis","Source code metrics (cyclomatic complexity, lines of code, etc)","Linting tools (naming contenvtions, style guides, etc)","Automated testing (fuzz, prop-based, etc)","Post compilation analysis (worst case execution time, stack size, etc)","Other","Are there ""best-in-class"" libraries or solutions in another language which have features lacking within the Rust ecosystem for your use cases?","Are there any libraries that are not written in Rust that you would like to use in the Rust ecosystem?","Are there any crates in the Rust ecosystem that you would use in safety-critical software if it were certified?","What standard(s) do you work with in your safety critical work?","ISO-26262","DO-178","IEC-61508","IEC-62304","Other","What levels of ISO-26262 do you work with?","QM","ASIL-A","ASIL-B","ASIL-C","ASIL-D","What levels of IEC-61508 do you work with?","SIL-1","SIL-2","SIL-3","SIL-4","What levels of DO-178 do you work with?","DAL A","DAL B","DAL C","DAL D","DAL E","What levels of IEC-62304 do you work with?","Class A","Class B","Class C","What coding guidelines do you work with in your safety critical work?","MISRA (C)","AEC","AUTOSAR (C++)","JSF AV (C++)","CERT (C, C++, Java)","HIC++","CWE","Other","To what environments do you deploy your safety critical code?","Cloud","WebAssembly","Native applications","Embedded Linux","Embedded with a hypervisor (RTOS, event-driven architecture, etc)","Bare metal embedded","Other","What chip architectures do you work with?","ARM Cortex (R or M)","ARM Cortex (A)","Infineon Tricore","x86-x64","PowerPC","Renesas","RISC-V","Other","What kind of support or resources from the Rust community or the Safety-Critical Rust Consortium would be most helpful in enabling Rust adoption in your industry?","What steps would your organization need to take to seriously consider or adopt Rust for safety-critical projects?"
"116067817","04/22/2025 9:10:28 am","04/22/2025 9:15:33 am","Completed","Public Collector","-","-","Desktop","","","No","","","","","","","","","","I work for a consultancy which works for companies in some of the above industries, primarily Automotive.","50 - 249","< 10","","x","x","","","","","","x","","","","I *lead* the team working on a safety related component, but I am not fully in any of the above ticked roles per-se.","","x","","","","","","","x","x","x","","Yes, I already am","","x","","x","x","","","","x","","Familiarity, memory safety, typestate programming, static checking of correctness.  Things like `cargo deny` and `cargo outdated` along with clippy et al.","","","x","","","","","x","","x","","","x","","x","x","","","","","","","","","","","","","","","","x","","x","x","x","","x","x","","","","","","","x","","x","","","","x","x","x","x","x","","x","x","x","","","","","","","","","","","","","","","","","","","","","","x","","x","x","","x","","","x","","","x","","","x","","",""
"116067772","04/22/2025 9:09:21 am","04/24/2025 8:07:21 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","> 10,000","< 10","","x","","","","","","x","","","","","I am the team lead and main architect for the project where we have introduced Rust.","","x","x","x","","","","","","x","x","","Yes, but not I'm not yet using it","","x","x","x","x","x","x","","x","","The fact that one can so effortlessly write code that runs just as well on a bare metal target as on a host pc. This means that you can test and verify your code much more easily, but also that one can re-use the code modules indented for production as sub-modules in various host based tooling that needs to perform a similar function. A simple example of this is a parser. You can write it once and then use it pretty much everywhere.","","","","","","x","x","","","","","","x","","x","x","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","","","","rtic, heapless","","x","","","","","","x","","","","","","","","","","","","","","","","","","","","","x","","x","","","","x","","","","","","x","x","x","","","x","x","x","","","","","","",""
"116067510","04/22/2025 9:05:28 am","04/22/2025 9:08:27 am","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","1000 - 10,000","< 10","","x","","","","","","x","","","","","","","x","","x","","x","","","","x","x","","Yes, but not I'm not yet using it","","x","x","x","x","x","","x","x","","","","","","","","","","","x","x","","","x","x","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","","","x","x","","","","","","x","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","x","x","","","","x","","x","x","","","","","",""
"116067392","04/22/2025 9:03:13 am","04/22/2025 9:07:26 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","No","","","","","x","","","","","","50 - 249","< 10","","x","","","","","","","","","","","","","","","x","","","","","","","","x","Not Sure Yet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116067363","04/22/2025 9:02:43 am","04/22/2025 9:03:01 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116067267","04/22/2025 9:01:01 am","04/22/2025 9:01:43 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","> 10,000","< 10","","x","","","","","","","","","","","","","","x","","","","","","","","","x","Yes, but not I'm not yet using it","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116067228","04/22/2025 9:00:34 am","04/22/2025 9:05:59 am","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","x","","","","","","","50 - 249","< 10","","x","","","x","","","","","","","","","","","x","x","","x","","","","","x","","Yes, but not I'm not yet using it","","x","","x","x","","","","x","","","","","","","x","x","","x","x","","Political Inertia","","x","x","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","","x","x","x","","Operating System Standards (Autosar, Zephyr)","Zephyr","","","x","","x","x","","","x","","x","","","","","x","","","","","","","","","","x","x","x","","x","","x","","x","","x","","","","","","x","x","x","","","x","x","x","","","","","","Drive embedded platform development, support them so meeting regulatory requirements becomes easier, driver C++ interop",""
"116067223","04/22/2025 9:00:27 am","04/22/2025 3:23:44 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116067165","04/22/2025 8:59:28 am","04/22/2025 9:48:09 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","> 10,000","10 - 19","","x","","","","","","","","","","","","","x","x","x","","","","","x","x","x","","Yes, I already am","","x","","","x","x","","","x","","Safety critical Rust is much more similar to everyday Rust than safety critical C++ to everyday C++.
The painful debugging on hardware is much less necessary with Rust.","","","","","","","","","x","","Lack of well established auditor relationships.","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","","x","","x","","vsomeip (SommR would have been a solution)","basically any AUTOSAR specific APIs","chrono, num-traits, heapless","","x","","","","","","x","","x","","","","","","","","","","","","","","","","","","","x","","x","","","","","","","","x","","","x","","","","x","x","x","","","","","","As safety is often done by imitation publicly accessible success stories and best practices help most.","We ""simply"" need to get one safety related project using Rust successfully to SOP, right now QNX8 support ended up in the critical path."
"116066794","04/22/2025 8:53:35 am","04/22/2025 9:00:28 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","","","","","","","","Motorized gates/doors","1000 - 10,000","< 10","","x","","","","","","","","","","","Firmware engineer","","","x","x","","","","","","x","x","","Yes, but not I'm not yet using it","","x","","x","","","","","","","Superior tooling and build system when compared to C/C++","","","","","","","","","","x","","","","","","","x","","","","","","","","","","","","","","","","","x","","x","x","x","x","x","","","","","","","","","","Industry-specific life safety requirements (not ISO/IEC standard)","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","x","","","x","","","","","","x","MIPS, PIC","",""
"116066467","04/22/2025 8:48:20 am","04/22/2025 8:53:22 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","","","","","","50 - 249","10 - 19","","x","","","","","","","","","","AIT","","","x","x","","","x","Bash","","x","x","x","","Yes, I already am","","x","x","x","x","","","","","Development ease","","","","","","","x","","","","","","","x","","x","x","x","","","","","","","","","","","","","","","","","","","x","","x","x","","","Linux interfaces (CAN, raw Ethernet, etc...)
Distributed embedded messaging","Not","We don't have certificate requirements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","","","x","x","","","","","","","Framework support, embedded Linux support","We already do"
"116066331","04/22/2025 8:46:07 am","04/22/2025 8:51:51 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","x","","x","","","","","","> 10,000","< 10","","x","","","","x","","","","","","","","","","x","","","","","","","","x","","Yes, but not I'm not yet using it","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","","","Simulink. We use A LOT of Simulink. Controls engineers didn't learn C, they're not going to learn Rust. If you could get Mathworks to add a Rust target things would be amazing.","","x","x","x","x","x","","x","x","","","Simulink.","","","","x","x","","","","","","x","x","x","x","","","","","","","x","","","","","","","","","","x","","","x","","","","","","","","","x","x","x","","","x","","x","","x","x","","","PowerPC, e200 cores are used heavily in automotive control. NXP5748, etc.","Integration with Simulink. Being able to take in that generated code as ""unsafe"" and work with it. Especially in control algorithm.

Tutorials on how to do it would be great if written by someone."
"116066161","04/22/2025 8:43:39 am","04/22/2025 8:45:18 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","","x","x","x","","","","","< 10","< 10","","","","","","","","","","x","","","","","x","","","","","","","x","x","x","","Yes, I already am","","x","x","x","x","","","","","","","","","","x","x","","","","","","","","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116066133","04/22/2025 8:43:24 am","04/22/2025 8:45:55 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","< 10","","","","","","","","","","","","Product Manager","Looking into software technologies required for automotive software development","","","x","","","","","","","","x","","Yes, but not I'm not yet using it","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cost to update existing codebase, reskill engineers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116065969","04/22/2025 8:40:53 am","04/22/2025 9:06:23 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","50 - 249","< 10","","x","x","","x","x","x","","","","","","As the Avionics & Embedded System (AES) Team leader, I am responsible for:
- pushing the right tooling, ecosystems, SW Dev. env. and technology choices through team and projets
- supporting System eng. for safety-critical pack preparation, preparing req. specification accordingly and selecting processes & methodology according to the ECSS standards.
- supporting mission/operation SW life-cycle (i.e. ISS on-board SW deployment, cyber-security patching, update and network security)
","","x","x","x","","","","","x","x","x","","Yes, I already am","","x","","x","","","","","","paving the road-to-space standards (ECSS), should be a no-brainer...still a long way to go :/","- embedded ecosystem is just a dream come true, with probe-rs, dfmt/rtt, ..
- PAC/HAL 'standardization'
- cargo + crate is the best SDE ever used
- safety-critical WITHIN the compiler should be a ticket to space...yet I struggle forcing it in project, just because it is not stamped 'ECSS compatible' (Yes, ESA is _that_ simple).","","","x","","","x","","","","","Safety-critical WITHIN the compiler should be a ticket to space...yet I struggle forcing it in project, just because it is not stamped 'ECSS compatible' (Yes, ESA is _that_ simple).","","x","x","","","","","","","","","","","","","","","","","","x","x","x","x","","x","","","x","For (ESA/EU) space domain, we need _now_ formal ISVV, coverage, ECSS certified compiler and","Eureopean Space Agency is still blind to anything that is not stamped 'MISRA': showing/prooving that this IS part of Rust would help...but I am afraid this can only be done by sticking to a (ECSS) standard/certification.
Having more 'space' grade HW component (MCUs) libs would be a nice-to-have...but I am ready to write it (remember we use very old, dusty but with mission-heritage devices, yes, we still run SPARC/LEON MCUs,....praying for RISC-V to fly).","- ECSS certificed compiler
- insisting on tooling equivalence, such as vectorcast...","Yes... pretty much all of it !  :)","","","","","","ECSS","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","x","x","x","","","x","","","x","","","","SPARC","I believe it is time we sit at ESA's table and clarify the needs.
Waving Rust in space CAt. A SW in project shouldn't be something beinf frown at anymore...","I am all in for join efforts, more ESA ITTs, common R&D projects and discussion !"
"116065944","04/22/2025 8:40:28 am","04/22/2025 8:41:52 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","","","","","","","","Other","","","","","","","","","","","","","","Other","","","","","","","","Java","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
